"","PUBID","year","wage","age","numChildren","educ","school","experience","tenure","tenure2","fullTime","multipleLocations","unionized","marstat","region","urban","industry","autonomy","competitiveness","hazardous","regularity","teamwork"
"9232",4532,2001,625,17,0,"1.Less than HS",TRUE,44,0.230769231,0.053254438,FALSE,1,0,"No romantic union",1,1,"Retail Trade",3.4102896,2.56035,1.097459746,1.2124,4.162158108
"9233",4532,2002,920,18,0,"1.Less than HS",TRUE,66,0.423076923,0.178994083,FALSE,1,0,"No romantic union",1,1,"Professional, Scientific, Management, Administrative, and Waste Management Services",3.946733333,3.490749075,1,1.509274536,4.18279086
"9235",4532,2004,1000,20,0,"2.High school",TRUE,129,1.211538462,1.467825444,FALSE,0,0,"No romantic union",1,1,"Educational and Social Services",3.76449847,2.47401185,1.198479962,1.010675,4.1679
"9241",4536,2000,778,18,0,"2.High school",FALSE,85,0.346153846,0.119822485,FALSE,1,0,"No romantic union",4,1,"Educational and Social Services",3.992697498,2.606047879,1.28264,1.24412,4.469930601
"9242",4536,2001,710,19,0,"2.High school",TRUE,129,1.192307692,1.421597633,FALSE,1,0,"No romantic union",4,1,"Arts, Entertainment, Recreation, Accommodations, and Food Services",3.4102896,2.56035,1.097459746,1.2124,4.162158108
"9243",4536,2002,750,20,0,"2.High school",TRUE,190,2.365384615,5.595044379,TRUE,1,0,"No romantic union",4,1,"Arts, Entertainment, Recreation, Accommodations, and Food Services",3.4102896,2.56035,1.097459746,1.2124,4.162158108
"9244",4536,2003,900,21,0,"2.High school",TRUE,240,1.019230769,1.038831361,TRUE,1,0,"No romantic union",4,1,"Arts, Entertainment, Recreation, Accommodations, and Food Services",4.043269057,3.5361,2.199,1.4979,3.8299
"9245",4536,2004,213,22,0,"2.High school",TRUE,300,2.173076923,4.722263314,FALSE,0,0,"No romantic union",4,1,"Arts, Entertainment, Recreation, Accommodations, and Food Services",3.61957127,2.606160616,1.2344,1.3274,4.477847785
"9246",4536,2005,333,23,0,"2.High school",TRUE,340,2.942307692,8.657174556,FALSE,0,0,"No romantic union",4,1,"Arts, Entertainment, Recreation, Accommodations, and Food Services",3.61957127,2.606160616,1.2344,1.3274,4.477847785
"9248",4536,2007,1163,25,0,"4.College",FALSE,419,1.019230769,1.038831361,TRUE,0,0,"No romantic union",4,1,"Educational and Social Services",4.13008503,3.0101,1.5915,1.04135,4.291314566
"9249",4536,2008,1500,26,0,"4.College",FALSE,434,0.288461538,0.083210059,TRUE,1,0,"No romantic union",4,1,"Public Administration and Armed Forces",4.013030244,3.231223122,1.0179982,1.1739,4.4473
"9251",4536,2010,2000,28,0,"4.College",TRUE,532,2.173076923,4.722263314,FALSE,1,0,"No romantic union",4,1,"Professional, Scientific, Management, Administrative, and Waste Management Services",4.122555344,3.05106,1.296125923,1.2593,4.31699366
"9252",4536,2011,2100,29,0,"4.College",TRUE,583,3.153846154,9.946745562,FALSE,1,0,"Cohabiting",4,1,"Professional, Scientific, Management, Administrative, and Waste Management Services",4.122555344,3.05106,1.296125923,1.2593,4.31699366
"9253",4536,2013,2200,31,0,"4.College",FALSE,696,5.326923077,28.37610947,TRUE,1,0,"Cohabiting",4,1,"Professional, Scientific, Management, Administrative, and Waste Management Services",4.122555344,3.05106,1.296125923,1.2593,4.31699366
"9254",4539,2000,650,17,0,"1.Less than HS",TRUE,22,0.423076923,0.178994083,FALSE,1,0,"No romantic union",4,1,"Retail Trade",4.0115,3.585,1.2574,1.1962,4.292729273
"9255",4539,2001,1050,18,0,"2.High school",TRUE,66,0.384615385,0.147928994,TRUE,1,0,"No romantic union",4,1,"Retail Trade",4.0115,3.585,1.2574,1.1962,4.292729273
"9256",4539,2002,850,19,0,"2.High school",TRUE,124,1.5,2.25,TRUE,1,0,"No romantic union",4,1,"Retail Trade",4.0115,3.585,1.2574,1.1962,4.292729273
"9257",4539,2003,1050,20,0,"2.High school",TRUE,142,1.846153846,3.408284024,TRUE,1,0,"No romantic union",4,1,"Retail Trade",4.0115,3.585,1.2574,1.1962,4.292729273
"9258",4539,2004,650,21,0,"2.High school",TRUE,175,0.307692308,0.094674556,TRUE,1,0,"Married",4,1,"Retail Trade",4.0115,3.585,1.2574,1.1962,4.292729273
"9259",4539,2005,720,22,0,"3.Some college",FALSE,216,0.75,0.5625,TRUE,0,0,"Married",4,0,"Manufacturing - Nondurable Goods",3.998839963,2.86860657,1.1512,1.1628,4.3439
"9260",4539,2006,1050,23,0,"3.Some college",FALSE,270,0.769230769,0.591715976,TRUE,1,0,"Married",4,1,"Arts, Entertainment, Recreation, Accommodations, and Food Services",4.02090425,2.8274,1.3291,1.1187,4.245575442
"9261",4539,2007,865,24,0,"3.Some college",FALSE,312,0.307692308,0.094674556,TRUE,0,0,"Married",2,1,"Arts, Entertainment, Recreation, Accommodations, and Food Services",4.02090425,2.8274,1.3291,1.1187,4.245575442
"9262",4539,2008,1050,25,0,"3.Some college",FALSE,366,0.692307692,0.479289941,TRUE,1,0,"Married",2,1,"Finance, Insurance, Real Estate, and Rental and Leasing",3.87536284,2.9528,1,1.0598,4.223822382
"9264",4539,2010,1025,27,0,"3.Some college",FALSE,462,2.211538462,4.890902367,TRUE,1,0,"Married",4,0,"Finance, Insurance, Real Estate, and Rental and Leasing",3.87536284,2.9528,1,1.0598,4.223822382
"9265",4539,2011,1050,28,1,"3.Some college",FALSE,485,2.653846154,7.042899408,TRUE,1,0,"Married",4,0,"Finance, Insurance, Real Estate, and Rental and Leasing",3.87536284,2.9528,1,1.0598,4.223822382
"9287",4548,2004,1000,20,0,"2.High school",FALSE,205,0.365384615,0.133505917,TRUE,1,0,"Cohabiting",4,1,"Other Services",4.319059321,2.899995,1.3339,1.04885,4.75
"9289",4548,2006,515,22,0,"2.High school",FALSE,308,1.115384615,1.24408284,TRUE,1,0,"Cohabiting",4,1,"Other Services",4.784333333,3.6216,3.4599,1,4.2322
"9290",4548,2007,685,23,0,"2.High school",FALSE,353,1.980769231,3.923446746,TRUE,1,0,"Cohabiting",4,1,"Other Services",4.784333333,3.6216,3.4599,1,4.2322
"9291",4548,2008,702,24,0,"2.High school",FALSE,406,3,9,TRUE,1,0,"Cohabiting",4,1,"Other Services",4.784333333,3.6216,3.4599,1,4.2322
"9292",4548,2009,728,25,0,"2.High school",FALSE,458,4,16,FALSE,1,0,"Cohabiting",4,1,"Other Services",4.784333333,3.6216,3.4599,1,4.2322
"9293",4548,2010,728,26,0,"2.High school",FALSE,506,4.923076923,24.23668639,FALSE,1,0,"No romantic union",4,1,"Other Services",4.784333333,3.6216,3.4599,1,4.2322
"9294",4548,2011,736,27,0,"2.High school",FALSE,554,5.846153846,34.17751479,FALSE,1,0,"No romantic union",4,1,"Other Services",4.784333333,3.6216,3.4599,1,4.2322
"9298",4549,1999,1000,17,0,"2.High school",FALSE,145,1.038461538,1.078402367,TRUE,1,0,"No romantic union",4,1,"Retail Trade",3.998839963,2.86860657,1.1512,1.1628,4.3439
"9299",4549,2000,1005,18,0,"2.High school",FALSE,193,1.961538462,3.847633136,TRUE,1,0,"No romantic union",4,1,"Retail Trade",3.998839963,2.86860657,1.1512,1.1628,4.3439
"9300",4549,2001,1035,19,0,"2.High school",FALSE,252,3.096153846,9.586168639,TRUE,1,0,"No romantic union",4,1,"Retail Trade",3.998839963,2.86860657,1.1512,1.1628,4.3439
"9301",4549,2002,1000,20,0,"2.High school",FALSE,300,0.769230769,0.591715976,TRUE,1,0,"No romantic union",4,1,"Transportation and Warehousing",3.998839963,2.86860657,1.1512,1.1628,4.3439
"9302",4549,2003,1105,21,0,"2.High school",FALSE,348,1.692307692,2.863905325,TRUE,1,0,"No romantic union",4,1,"Transportation and Warehousing",3.998839963,2.86860657,1.1512,1.1628,4.3439
"9303",4549,2004,1588,22,0,"2.High school",FALSE,402,0.942307692,0.887943787,TRUE,0,0,"Cohabiting",4,1,"Finance, Insurance, Real Estate, and Rental and Leasing",4.310275175,3.516650555,1.3383,1.062433333,3.747549837
"9304",4549,2005,1685,23,0,"2.High school",FALSE,450,1.865384615,3.479659763,TRUE,0,0,"Cohabiting",4,0,"Finance, Insurance, Real Estate, and Rental and Leasing",4.310275175,3.516650555,1.3383,1.062433333,3.747549837
"9305",4549,2006,1700,24,0,"2.High school",FALSE,499,2.807692308,7.883136095,TRUE,0,0,"Cohabiting",4,0,"Finance, Insurance, Real Estate, and Rental and Leasing",4.310275175,3.516650555,1.3383,1.062433333,3.747549837
"9306",4549,2007,1568,25,0,"2.High school",FALSE,548,3.75,14.0625,TRUE,0,0,"Married",4,0,"Finance, Insurance, Real Estate, and Rental and Leasing",3.57160389,2.724372437,1,1.0512,3.924892489
"9307",4549,2008,2260,26,0,"2.High school",FALSE,605,0.884615385,0.782544379,TRUE,1,0,"Married",4,0,"Finance, Insurance, Real Estate, and Rental and Leasing",4.156761241,3.315931593,1.0204,1.0686,4.2445
"9308",4549,2009,2200,27,1,"2.High school",FALSE,636,1.480769231,2.192677515,TRUE,1,0,"Married",4,0,"Finance, Insurance, Real Estate, and Rental and Leasing",4.156761241,3.315931593,1.0204,1.0686,4.2445
"9309",4549,2010,2300,28,1,"2.High school",FALSE,689,2.5,6.25,TRUE,1,0,"Married",4,0,"Finance, Insurance, Real Estate, and Rental and Leasing",4.156761241,3.315931593,1.0204,1.0686,4.2445
"9310",4549,2011,2250,29,1,"2.High school",FALSE,737,3.423076923,11.71745562,TRUE,1,0,"Married",4,0,"Finance, Insurance, Real Estate, and Rental and Leasing",4.156761241,3.315931593,1.0204,1.0686,4.2445
"9311",4549,2013,2475,31,2,"2.High school",FALSE,854,5.673076923,32.18380178,FALSE,1,0,"Married",4,1,"Finance, Insurance, Real Estate, and Rental and Leasing",4.156761241,3.315931593,1.0204,1.0686,4.2445
"9315",4557,2001,800,17,0,"1.Less than HS",TRUE,61,0.576923077,0.332840237,FALSE,1,0,"No romantic union",4,0,"Arts, Entertainment, Recreation, Accommodations, and Food Services",3.4102896,2.56035,1.097459746,1.2124,4.162158108
"9316",4557,2002,900,18,0,"1.Less than HS",TRUE,90,0.384615385,0.147928994,FALSE,1,0,"No romantic union",4,0,"Arts, Entertainment, Recreation, Accommodations, and Food Services",3.61957127,2.606160616,1.2344,1.3274,4.477847785
"9319",4557,2005,300,21,0,"2.High school",TRUE,206,1.25,1.5625,FALSE,0,0,"No romantic union",4,0,"Arts, Entertainment, Recreation, Accommodations, and Food Services",3.61957127,2.606160616,1.2344,1.3274,4.477847785
"9322",4558,2001,700,19,0,"2.High school",FALSE,70,0.480769231,0.231139053,FALSE,0,0,"No romantic union",4,1,"Arts, Entertainment, Recreation, Accommodations, and Food Services",3.352571931,2.04099795,1.201989901,1.2773,4.113444328
"9323",4558,2002,700,20,0,"2.High school",FALSE,85,0.769230769,0.591715976,FALSE,0,0,"No romantic union",4,1,"Arts, Entertainment, Recreation, Accommodations, and Food Services",3.352571931,2.04099795,1.201989901,1.2773,4.113444328
"9325",4558,2004,1133,22,0,"2.High school",FALSE,155,1.115384615,1.24408284,TRUE,1,1,"No romantic union",4,1,"Construction",3.372550345,3.353735374,2.6638,1.4926,4.212278772
"9327",4558,2006,1125,23,0,"2.High school",FALSE,245,1.076923077,1.159763314,TRUE,1,0,"Cohabiting",4,1,"Transportation and Warehousing",4.405750834,4.026899103,1.638366667,1.3734,4.310577019
"9328",4558,2007,1050,24,1,"2.High school",FALSE,282,1.788461538,3.198594675,TRUE,0,0,"Cohabiting",4,1,"Transportation and Warehousing",3.798266716,2.37055,1.06339683,1,4.14760738
"9329",4558,2008,1092,26,1,"2.High school",FALSE,339,2.884615385,8.321005917,TRUE,1,0,"Cohabiting",4,1,"Transportation and Warehousing",3.798266716,2.37055,1.06339683,1,4.14760738
"9330",4558,2009,1090,26,1,"2.High school",TRUE,383,3.730769231,13.91863905,TRUE,0,0,"Cohabiting",4,1,"Transportation and Warehousing",4.013030244,3.231223122,1.0179982,1.1739,4.4473
"9331",4558,2010,625,28,1,"2.High school",FALSE,446,4.942307692,24.42640533,TRUE,1,0,"No romantic union",4,1,"Professional, Scientific, Management, Administrative, and Waste Management Services",3.607358199,2.529413235,1.788719718,1.225075,4.174620634
"9332",4558,2011,1125,28,1,"2.High school",FALSE,487,5.730769231,32.84171598,TRUE,1,0,"Cohabiting",4,1,"Professional, Scientific, Management, Administrative, and Waste Management Services",3.607358199,2.529413235,1.788719718,1.225075,4.174620634
"9333",4558,2013,950,31,2,"2.High school",FALSE,530,6.557692308,43.0033284,TRUE,1,0,"Married",4,1,"Professional, Scientific, Management, Administrative, and Waste Management Services",3.607358199,2.529413235,1.788719718,1.225075,4.174620634
"9337",4559,2001,1087,20,0,"2.High school",FALSE,97,0.538461538,0.289940828,TRUE,1,0,"No romantic union",4,1,"Information and Communications",4.002756718,3.37675,1.00565,1.242262113,4.197
"9338",4559,2002,1000,21,0,"2.High school",FALSE,122,0.480769231,0.231139053,FALSE,0,0,"Cohabiting",4,1,"Construction",3.76449847,2.47401185,1.198479962,1.010675,4.1679
"9339",4559,2003,1000,22,0,"2.High school",FALSE,173,1.461538462,2.136094675,TRUE,0,0,"No romantic union",4,1,"Construction",3.76449847,2.47401185,1.198479962,1.010675,4.1679
"9340",4559,2004,1000,23,0,"2.High school",FALSE,206,2.096153846,4.393860947,FALSE,0,0,"No romantic union",4,1,"Construction",3.76449847,2.47401185,1.198479962,1.010675,4.1679
"9341",4559,2013,1560,32,0,"2.High school",FALSE,453,1.596153846,2.547707101,FALSE,0,0,"No romantic union",4,1,"Health Care",4.013030244,3.231223122,1.0179982,1.1739,4.4473
"9344",4560,2001,710,18,0,"1.Less than HS",TRUE,91,0.384615385,0.147928994,FALSE,1,0,"No romantic union",4,1,"Retail Trade",4.0115,3.585,1.2574,1.1962,4.292729273
"9345",4560,2002,900,19,0,"2.High school",TRUE,133,0.269230769,0.072485207,FALSE,1,1,"No romantic union",4,1,"Retail Trade",3.4102896,2.56035,1.097459746,1.2124,4.162158108
"9346",4560,2003,950,20,0,"2.High school",FALSE,179,1.153846154,1.331360947,TRUE,1,0,"No romantic union",4,1,"Retail Trade",3.998839963,2.86860657,1.1512,1.1628,4.3439
"9347",4560,2004,705,21,1,"2.High school",FALSE,225,1.038461538,1.078402367,TRUE,0,0,"No romantic union",4,1,"Arts, Entertainment, Recreation, Accommodations, and Food Services",3.61957127,2.606160616,1.2344,1.3274,4.477847785
"9348",4560,2005,750,22,1,"2.High school",FALSE,266,1.826923077,3.337647929,TRUE,0,0,"No romantic union",4,1,"Arts, Entertainment, Recreation, Accommodations, and Food Services",3.61957127,2.606160616,1.2344,1.3274,4.477847785
"9350",4560,2007,800,24,1,"2.High school",FALSE,355,0.788461538,0.621671598,TRUE,1,0,"No romantic union",4,1,"Arts, Entertainment, Recreation, Accommodations, and Food Services",3.61957127,2.606160616,1.2344,1.3274,4.477847785
"9356",4575,2001,800,19,0,"1.Less than HS",FALSE,200,0.269230769,0.072485207,TRUE,1,0,"Cohabiting",4,1,"Arts, Entertainment, Recreation, Accommodations, and Food Services",3.61957127,2.606160616,1.2344,1.3274,4.477847785
"9357",4575,2002,700,19,0,"1.Less than HS",FALSE,242,0.5,0.25,TRUE,0,0,"Cohabiting",4,1,"Arts, Entertainment, Recreation, Accommodations, and Food Services",3.61957127,2.606160616,1.2344,1.3274,4.477847785
"9359",4575,2004,800,21,0,"1.Less than HS",FALSE,339,1,1,TRUE,0,0,"Cohabiting",4,0,"Finance, Insurance, Real Estate, and Rental and Leasing",4.078,3.096190381,1.1232,1.189,4.215
"9360",4575,2005,736,22,0,"1.Less than HS",FALSE,390,2.576923077,6.640532544,FALSE,0,0,"Cohabiting",4,0,"Arts, Entertainment, Recreation, Accommodations, and Food Services",3.61957127,2.606160616,1.2344,1.3274,4.477847785
"9363",4575,2008,1839,25,1,"1.Less than HS",FALSE,533,1.769230769,3.130177515,TRUE,1,1,"Cohabiting",4,1,"Manufacturing - Durable Goods",3.76449847,2.47401185,1.198479962,1.010675,4.1679
"9365",4575,2011,1391,28,1,"1.Less than HS",FALSE,552,0.307692308,0.094674556,TRUE,1,0,"Cohabiting",4,1,"Health Care",4.225422465,2.413,1.365563444,1.0757,4.7026
"9367",4578,2000,650,19,0,"2.High school",TRUE,68,0.307692308,0.094674556,FALSE,1,1,"No romantic union",3,1,"Retail Trade",3.4102896,2.56035,1.097459746,1.2124,4.162158108
"9370",4578,2003,1125,22,0,"2.High school",FALSE,223,2.134615385,4.55658284,TRUE,1,0,"Cohabiting",4,0,"Retail Trade",4.369858527,2.9767,1.5369,1.4556,4.5206
"9371",4578,2004,875,23,0,"2.High school",FALSE,268,0.423076923,0.178994083,TRUE,0,0,"Married",4,0,"Professional, Scientific, Management, Administrative, and Waste Management Services",4.013030244,3.231223122,1.0179982,1.1739,4.4473
"9372",4578,2005,925,24,0,"2.High school",FALSE,315,1.326923077,1.760724852,TRUE,0,0,"Married",4,0,"Professional, Scientific, Management, Administrative, and Waste Management Services",4.013030244,3.231223122,1.0179982,1.1739,4.4473
"9373",4578,2006,1400,25,0,"2.High school",FALSE,374,0.711538462,0.506286982,TRUE,0,0,"Married",4,0,"Professional, Scientific, Management, Administrative, and Waste Management Services",4.013030244,3.231223122,1.0179982,1.1739,4.4473
"9374",4578,2010,1200,29,1,"2.High school",FALSE,572,2.346153846,5.50443787,FALSE,1,0,"Married",4,1,"Retail Trade",4.0115,3.585,1.2574,1.1962,4.292729273
"9375",4578,2011,1242,30,1,"2.High school",FALSE,588,2.653846154,7.042899408,FALSE,1,0,"Married",4,1,"Retail Trade",4.0115,3.585,1.2574,1.1962,4.292729273
"9378",4583,2000,694,18,0,"1.Less than HS",TRUE,64,1.230769231,1.514792899,FALSE,0,0,"No romantic union",4,1,"Information and Communications",3.567022096,1.498749875,1.0011,1.052994701,4.1067
"9379",4583,2001,725,19,0,"2.High school",TRUE,105,2.019230769,4.077292899,FALSE,0,0,"No romantic union",4,1,"Information and Communications",3.567022096,1.498749875,1.0011,1.052994701,4.1067
"9381",4583,2003,759,21,0,"3.Some college",FALSE,212,0.365384615,0.133505917,FALSE,1,1,"Married",4,1,"Public Administration and Armed Forces",3.352826396,2.093172878,1.227451503,1.465533333,4.246133333
"9383",4583,2005,1050,22,1,"4.College",FALSE,272,0.5,0.25,FALSE,0,0,"Married",4,1,"Health Care",4.013030244,3.231223122,1.0179982,1.1739,4.4473
"9385",4583,2008,1350,25,2,"4.College",FALSE,352,0.826923077,0.683801775,FALSE,1,0,"Married",4,1,"Educational and Social Services",3.986958007,2.694592365,1.064551614,1.2597,4.014525363
"9387",4583,2010,900,27,2,"4.College",FALSE,454,1.5,2.25,FALSE,1,0,"Married",4,1,"Other Services",3.986958007,2.694592365,1.064551614,1.2597,4.014525363
"9389",4583,2013,1385,31,2,"4.College",FALSE,618,4.653846154,21.65828402,TRUE,1,0,"No romantic union",4,1,"Other",4.169203913,3.602845213,1.8358,1.419160479,3.413889653
"9392",4584,2003,850,21,0,"2.High school",TRUE,49,0.903846154,0.81693787,FALSE,0,0,"No romantic union",4,1,"Finance, Insurance, Real Estate, and Rental and Leasing",3.9769,2.2848,1.399,1,4.4563
"9393",4584,2004,1000,22,0,"4.College",FALSE,93,0.365384615,0.133505917,FALSE,0,0,"No romantic union",4,1,"Professional, Scientific, Management, Administrative, and Waste Management Services",3.986958007,2.694592365,1.064551614,1.2597,4.014525363
"9394",4584,2006,1400,24,0,"4.College",FALSE,198,1.826923077,3.337647929,TRUE,0,0,"No romantic union",4,1,"Professional, Scientific, Management, Administrative, and Waste Management Services",4.172396328,2.8064,1.0805,1.1101,4.404
"9395",4584,2007,1900,25,0,"4.College",FALSE,266,0.403846154,0.163091716,TRUE,1,0,"No romantic union",4,1,"Retail Trade",4.172396328,2.8064,1.0805,1.1101,4.404
"9396",4584,2011,2959,29,0,"4.College",FALSE,481,4.538461538,20.59763314,TRUE,1,0,"No romantic union",4,1,"Retail Trade",4.263858337,3.5,1.2084,1.3333,4.333266673
"9412",4593,2004,650,20,1,"2.High school",FALSE,54,0.442307692,0.195636095,FALSE,1,0,"Cohabiting",3,0,"Retail Trade",3.535606303,2.984060319,1.7554,1.28184,3.76646
"9413",4593,2006,850,22,1,"2.High school",FALSE,77,0.442307692,0.195636095,TRUE,0,0,"Married",4,0,"Finance, Insurance, Real Estate, and Rental and Leasing",4.205062824,3.1154,1.3848,1.24,4.0385
"9414",4593,2007,810,24,1,"2.High school",FALSE,138,0.615384615,0.378698225,TRUE,1,0,"Married",4,1,"Retail Trade",3.4102896,2.56035,1.097459746,1.2124,4.162158108
"9415",4593,2008,840,24,1,"2.High school",FALSE,175,1.326923077,1.760724852,TRUE,1,0,"Married",4,1,"Retail Trade",3.4102896,2.56035,1.097459746,1.2124,4.162158108
"9421",4597,2001,700,19,0,"2.High school",TRUE,144,0.461538462,0.213017751,FALSE,1,0,"No romantic union",4,1,"Retail Trade",3.4102896,2.56035,1.097459746,1.2124,4.162158108
"9423",4597,2003,1225,21,0,"2.High school",TRUE,220,0.288461538,0.083210059,TRUE,1,0,"No romantic union",4,0,"Information and Communications",3.918802682,3.467084581,1.153954326,1.200757505,4.383352396
"9424",4597,2004,1232,22,0,"2.High school",TRUE,279,1.423076923,2.025147929,TRUE,1,0,"No romantic union",4,1,"Information and Communications",3.918802682,3.467084581,1.153954326,1.200757505,4.383352396
"9425",4597,2005,1415,23,0,"2.High school",TRUE,330,2.403846154,5.778476331,TRUE,1,0,"No romantic union",4,1,"Information and Communications",3.918802682,3.467084581,1.153954326,1.200757505,4.383352396
"9426",4597,2006,1425,24,0,"2.High school",FALSE,359,0.307692308,0.094674556,TRUE,1,0,"No romantic union",3,1,"Information and Communications",3.918802682,3.467084581,1.153954326,1.200757505,4.383352396
"9427",4597,2007,1298,25,0,"2.High school",TRUE,408,0.480769231,0.231139053,TRUE,1,0,"No romantic union",3,1,"Manufacturing - Durable Goods",3.677294021,2.892310769,1.536653665,1.2079,3.1872
"9429",4597,2009,750,27,0,"2.High school",TRUE,476,0.576923077,0.332840237,FALSE,1,0,"No romantic union",3,1,"Educational and Social Services",4.201187777,2.608920297,1.2763,1.0123,4.355778526
"9430",4597,2010,770,28,0,"2.High school",TRUE,513,0.25,0.0625,FALSE,1,0,"No romantic union",3,1,"Arts, Entertainment, Recreation, Accommodations, and Food Services",3.352826396,2.093172878,1.227451503,1.465533333,4.246133333
"9434",4599,2000,672,17,0,"1.Less than HS",TRUE,106,0.384615385,0.147928994,FALSE,1,1,"No romantic union",4,0,"Retail Trade",4.0115,3.585,1.2574,1.1962,4.292729273
"9435",4599,2001,775,18,0,"2.High school",FALSE,152,1.230769231,1.514792899,TRUE,1,0,"No romantic union",4,1,"Retail Trade",4.369858527,2.9767,1.5369,1.4556,4.5206
"9440",4599,2006,1850,23,2,"2.High school",FALSE,377,3.423076923,11.71745562,FALSE,0,0,"Married",4,1,"Other Services",4.173710508,2.1113,1,1.0987,3.821782178
"9441",4599,2007,3240,24,3,"2.High school",FALSE,426,4.365384615,19.05658284,FALSE,0,0,"Married",4,1,"Other Services",4.173710508,2.1113,1,1.0987,3.821782178
"9442",4599,2008,2500,25,3,"2.High school",FALSE,478,5.365384615,28.78735207,FALSE,0,0,"Married",4,1,"Other Services",4.173710508,2.1113,1,1.0987,3.821782178
"9443",4599,2009,2075,26,3,"2.High school",FALSE,526,6.288461538,39.54474852,FALSE,0,0,"Married",4,1,"Other Services",4.173710508,2.1113,1,1.0987,3.821782178
"9444",4599,2010,2143,27,3,"2.High school",FALSE,588,7.480769231,55.96190828,FALSE,0,0,"Married",4,1,"Other Services",4.173710508,2.1113,1,1.0987,3.821782178
"9445",4599,2011,1875,28,3,"2.High school",FALSE,630,8.288461538,68.69859467,FALSE,0,0,"Married",4,1,"Other Services",4.173710508,2.1113,1,1.0987,3.821782178
"9446",4599,2013,1375,30,3,"2.High school",FALSE,743,10.46153846,109.443787,FALSE,0,0,"Married",4,1,"Other Services",4.173710508,2.1113,1,1.0987,3.821782178
"9449",4601,2000,650,20,0,"2.High school",TRUE,117,1.346153846,1.812130178,FALSE,0,0,"No romantic union",4,1,"Retail Trade",3.4102896,2.56035,1.097459746,1.2124,4.162158108
"9450",4601,2001,750,21,0,"2.High school",TRUE,150,1.980769231,3.923446746,FALSE,0,0,"Cohabiting",4,1,"Retail Trade",3.4102896,2.56035,1.097459746,1.2124,4.162158108
"9451",4601,2002,2151,22,0,"4.College",FALSE,188,0.423076923,0.178994083,TRUE,1,1,"No romantic union",4,0,"Educational and Social Services",4.201187777,2.608920297,1.2763,1.0123,4.355778526
"9452",4601,2003,2019,23,0,"4.College",FALSE,220,0.384615385,0.147928994,TRUE,1,0,"No romantic union",4,1,"Educational and Social Services",4.201187777,2.608920297,1.2763,1.0123,4.355778526
"9453",4601,2004,1615,24,0,"4.College",FALSE,281,1.557692308,2.426405325,TRUE,1,1,"Married",4,1,"Educational and Social Services",4.201187777,2.608920297,1.2763,1.0123,4.355778526
"9454",4601,2005,3200,25,1,"4.College",FALSE,325,2.403846154,5.778476331,TRUE,1,1,"Married",4,1,"Educational and Social Services",4.201187777,2.608920297,1.2763,1.0123,4.355778526
"9455",4601,2006,2093,26,1,"4.College",FALSE,373,3.326923077,11.06841716,TRUE,1,1,"Married",4,1,"Educational and Social Services",4.201187777,2.608920297,1.2763,1.0123,4.355778526
"9456",4601,2007,3450,27,2,"4.College",FALSE,414,4.115384615,16.93639053,TRUE,1,1,"Married",4,1,"Educational and Social Services",4.201187777,2.608920297,1.2763,1.0123,4.355778526
"9457",4601,2008,3600,28,2,"4.College",FALSE,467,5.134615385,26.36427515,TRUE,1,1,"Married",4,1,"Educational and Social Services",4.201187777,2.608920297,1.2763,1.0123,4.355778526
"9458",4601,2009,3400,29,2,"4.College",FALSE,518,6.115384615,37.39792899,TRUE,1,1,"Married",4,1,"Educational and Social Services",4.201187777,2.608920297,1.2763,1.0123,4.355778526
"9459",4601,2010,3500,30,2,"4.College",FALSE,571,7.134615385,50.90273669,TRUE,1,1,"Married",4,1,"Educational and Social Services",4.201187777,2.608920297,1.2763,1.0123,4.355778526
"9460",4601,2011,4100,31,2,"4.College",FALSE,622,8.115384615,65.85946746,FALSE,1,0,"Married",4,1,"Educational and Social Services",4.201187777,2.608920297,1.2763,1.0123,4.355778526
"9461",4601,2013,4200,33,3,"4.College",FALSE,699,9.596153846,92.08616864,TRUE,1,1,"Married",4,1,"Educational and Social Services",4.201187777,2.608920297,1.2763,1.0123,4.355778526
"9464",4603,2002,800,19,0,"2.High school",FALSE,95,1.326923077,1.760724852,FALSE,0,0,"No romantic union",4,0,"Arts, Entertainment, Recreation, Accommodations, and Food Services",3.4102896,2.56035,1.097459746,1.2124,4.162158108
"9465",4603,2003,725,20,0,"2.High school",FALSE,145,0.288461538,0.083210059,FALSE,0,0,"No romantic union",4,0,"Educational and Social Services",4.078890236,2.273736313,1.11105,1.2386,4.19740987
"9466",4603,2004,2000,21,0,"2.High school",FALSE,195,0.25,0.0625,FALSE,1,1,"Cohabiting",4,0,"Health Care",4.225422465,2.413,1.365563444,1.0757,4.7026
"9467",4603,2005,2100,22,0,"2.High school",FALSE,246,1.230769231,1.514792899,TRUE,1,0,"Cohabiting",4,0,"Health Care",4.225422465,2.413,1.365563444,1.0757,4.7026
"9468",4603,2006,2300,23,0,"2.High school",FALSE,298,2.230769231,4.976331361,FALSE,0,0,"Cohabiting",4,0,"Health Care",4.225422465,2.413,1.365563444,1.0757,4.7026
"9469",4603,2007,2300,24,0,"2.High school",FALSE,343,3.096153846,9.586168639,TRUE,1,0,"No romantic union",4,1,"Health Care",4.225422465,2.413,1.365563444,1.0757,4.7026
